,date,fishname,results,min,max
1395,2021-06-09,カタクチイワシ,462,10.0,13.0
1396,2021-06-09,カマス,2,25.0,39.0
1397,2021-06-09,クロダイ,5,25.0,43.0
1398,2021-06-09,コノシロ,150,23.0,28.0
1399,2021-06-09,サバ,2,32.0,35.0
1400,2021-06-09,シリヤケイカ,11,0.3,0.6
1401,2021-06-09,タコ,16,0.1,0.4
1402,2021-06-09,タチウオ,2,50.0,60.0
1403,2021-06-09,ヒイカ,3,0.1,0.1
1404,2021-06-09,ヒイラギ,1,22.0,22.0
1405,2021-06-09,フグ,3,25.0,30.0
1406,2021-06-09,フッコ,1,49.0,49.0
1407,2021-06-09,ベラ,2,18.0,23.0
1408,2021-06-09,メジナ,23,23.0,35.0
1409,2021-06-10,アジ,176,18.0,23.0
1410,2021-06-10,イシモチ,5,25.0,34.0
1411,2021-06-10,ウミタナゴ,1,22.0,22.0
1412,2021-06-10,カサゴ,16,16.0,29.0
1413,2021-06-10,カマス,4,38.0,40.0
1414,2021-06-10,クロダイ,7,23.0,43.0
1415,2021-06-10,コノシロ,140,23.0,30.0
1416,2021-06-10,カタクチイワシ,488,10.0,15.0
1417,2021-06-10,シリヤケイカ,7,0.4,0.8
1418,2021-06-10,シロギス,2,20.0,21.0
1419,2021-06-10,スズキ,1,60.0,60.0
1420,2021-06-10,セイゴ,1,25.0,25.0
1421,2021-06-10,タコ,22,0.1,0.3
1422,2021-06-10,ヒイカ,1,0.1,0.1
1423,2021-06-10,ヒイラギ,15,15.0,18.0
1424,2021-06-10,フグ,2,25.0,30.0
1425,2021-06-10,ベラ,1,18.0,18.0
1426,2021-06-10,メジナ,19,22.0,31.0
1427,2021-06-10,ワカシ,2,26.0,30.0
1428,2021-06-11,アジ,92,20.0,34.0
1429,2021-06-11,イシモチ,6,20.0,25.0
1430,2021-06-11,カサゴ,15,16.0,20.0
1431,2021-06-11,カタクチイワシ,283,10.0,15.0
1432,2021-06-11,キジハタ,1,20.0,20.0
1433,2021-06-11,カワハギ,1,20.0,20.0
1434,2021-06-11,カレイ,1,33.0,33.0
1435,2021-06-11,クロダイ,7,35.0,48.0
1436,2021-06-11,コノシロ,249,25.0,30.0
1437,2021-06-11,シマイサキ,1,15.0,15.0
1438,2021-06-11,シリヤケイカ,12,0.5,0.8
1439,2021-06-11,フッコ,2,45.0,48.0
1440,2021-06-11,タコ,17,0.2,3.03
1441,2021-06-11,ヒイラギ,5,10.0,15.0
1442,2021-06-11,ヒイカ,1,0.1,0.1
1443,2021-06-11,フグ,4,20.0,30.0
1444,2021-06-11,ベラ,1,20.0,20.0
1445,2021-06-11,メゴチ,1,15.0,15.0
1446,2021-06-11,メジナ,16,28.0,29.0
1447,2021-06-12,アジ,119,18.0,26.0
1448,2021-06-12,イシモチ,8,20.0,29.0
1449,2021-06-12,カサゴ,38,19.0,25.0
1450,2021-06-12,カタクチイワシ,1361,10.0,12.0
1451,2021-06-12,クロダイ,13,25.0,50.0
1452,2021-06-12,コノシロ,119,20.0,30.0
1453,2021-06-12,シリヤケイカ,17,0.4,0.5
1454,2021-06-12,フッコ,1,45.0,45.0
1455,2021-06-12,ソイ,1,22.0,22.0
1456,2021-06-12,タコ,31,0.2,1.65
1457,2021-06-12,ハゼ,1,22.0,22.0
1458,2021-06-12,ヒイカ,1,0.1,0.1
1459,2021-06-12,ベラ,2,20.0,22.0
1460,2021-06-12,フグ,4,16.0,30.0
1461,2021-06-12,メジナ,25,20.0,30.0
1462,2021-06-12,カワハギ,1,25.0,25.0
1463,2021-06-13,アジ,97,16.0,25.0
1464,2021-06-13,アナゴ,1,17.0,17.0
1465,2021-06-13,イシモチ,22,21.0,28.0
1466,2021-06-13,ウミタナゴ,1,20.0,20.0
1467,2021-06-13,カサゴ,41,16.0,22.0
1468,2021-06-13,カワハギ,1,23.0,23.0
1469,2021-06-13,クロダイ,5,32.0,46.0
1470,2021-06-13,コノシロ,58,25.0,30.0
1471,2021-06-13,サバ,1,40.0,40.0
1472,2021-06-13,カタクチイワシ,858,12.0,15.0
1473,2021-06-13,シリヤケイカ,4,0.4,0.5
1474,2021-06-13,フッコ,1,48.0,48.0
1475,2021-06-13,ソイ,1,20.0,20.0
1476,2021-06-13,タコ,23,0.2,0.4
1477,2021-06-13,ハゼ,4,10.0,12.0
1478,2021-06-13,ヒイカ,1,0.1,0.1
1479,2021-06-13,フグ,6,15.0,31.0
1480,2021-06-13,ベラ,1,20.0,20.0
1481,2021-06-13,メゴチ,5,6.0,10.0
1482,2021-06-13,メジナ,14,20.0,31.0
1483,2021-06-13,メバル,1,22.0,22.0
1484,2021-06-14,アジ,353,18.0,30.0
1485,2021-06-14,イシモチ,20,20.0,33.0
1486,2021-06-14,カサゴ,9,16.0,23.0
1487,2021-06-14,カマス,1,30.0,30.0
1488,2021-06-14,クロダイ,5,32.0,40.0
1489,2021-06-14,コノシロ,44,25.0,30.0
1490,2021-06-14,カタクチイワシ,745,10.0,15.0
1491,2021-06-14,シリヤケイカ,8,0.5,0.6
1492,2021-06-14,スズキ,1,65.0,65.0
1493,2021-06-14,フッコ,8,45.0,52.0
1494,2021-06-14,タコ,37,0.1,1.0
1495,2021-06-14,フグ,2,15.0,20.0
1496,2021-06-14,メゴチ,1,10.0,10.0
1497,2021-06-14,メジナ,1,25.0,25.0
1498,2021-06-14,メバル,2,18.0,22.0
1499,2021-06-15,アジ,390,16.0,27.0
1500,2021-06-15,イシモチ,7,20.0,30.0
1501,2021-06-15,イワシ,1391,10.0,12.0
1502,2021-06-15,カサゴ,20,16.0,27.0
1503,2021-06-15,カマス,2,30.0,40.0
1504,2021-06-15,キジハタ,1,25.0,25.0
1505,2021-06-15,クロダイ,5,35.0,49.0
1506,2021-06-15,コノシロ,158,24.0,29.0
1507,2021-06-15,シリヤケイカ,9,0.5,0.7
1508,2021-06-15,スズキ,1,60.0,60.0
1509,2021-06-15,フッコ,4,40.0,52.0
1510,2021-06-15,タコ,15,0.2,0.7
1511,2021-06-15,タチウオ,1,126.0,126.0
1512,2021-06-15,ヒイラギ,1,16.0,16.0
1513,2021-06-15,フグ,6,16.0,30.0
1514,2021-06-15,メジナ,5,15.0,30.0
1515,2021-06-16,アジ,514,18.0,30.0
1516,2021-06-16,イシモチ,5,15.0,26.0
1517,2021-06-16,ウミタナゴ,2,22.0,23.0
1518,2021-06-16,カサゴ,7,16.0,26.0
1519,2021-06-16,カタクチイワシ,1460,10.0,12.0
1520,2021-06-16,カマス,1,30.0,30.0
1521,2021-06-16,キジハタ,3,21.0,39.0
1522,2021-06-16,クロダイ,4,23.0,39.0
1523,2021-06-16,コノシロ,164,25.0,30.0
1524,2021-06-16,コブダイ,1,44.0,44.0
1525,2021-06-16,サバ,1,20.0,20.0
1526,2021-06-16,シリヤケイカ,2,0.5,0.5
1527,2021-06-16,タコ,26,0.1,0.5
1528,2021-06-16,ヒイラギ,3,11.0,12.0
1529,2021-06-16,フグ,10,10.0,30.0
1530,2021-06-16,メジナ,7,28.0,33.0
1531,2021-06-17,アジ,435,18.0,25.0
1532,2021-06-17,イシモチ,4,15.0,28.0
1533,2021-06-17,カサゴ,27,16.0,25.0
1534,2021-06-17,カマス,9,33.0,40.0
1535,2021-06-17,クロダイ,8,28.0,45.0
1536,2021-06-17,コノシロ,31,25.0,30.0
1537,2021-06-17,カタクチイワシ,2133,10.0,13.0
1538,2021-06-17,シロギス,1,15.0,15.0
1539,2021-06-17,シマイサキ,1,29.0,29.0
1540,2021-06-17,スズキ,1,60.0,60.0
1541,2021-06-17,フッコ,2,42.0,45.0
1542,2021-06-17,タコ,14,0.2,0.3
1543,2021-06-17,ヒイラギ,9,12.0,15.0
1544,2021-06-17,フグ,14,20.0,30.0
1545,2021-06-17,ベラ,1,18.0,18.0
1546,2021-06-17,メジナ,8,20.0,38.0
1547,2021-06-18,アジ,247,15.0,30.0
1548,2021-06-18,イシモチ,7,23.0,28.0
1549,2021-06-18,カサゴ,35,16.0,23.0
1550,2021-06-18,カワハギ,1,25.0,25.0
1551,2021-06-18,クロダイ,4,36.0,37.0
1552,2021-06-18,コノシロ,26,25.0,28.0
1553,2021-06-18,カタクチイワシ,6221,12.0,15.0
1554,2021-06-18,ヒラメ,1,35.0,35.0
1555,2021-06-18,ヒイラギ,12,15.0,15.0
1556,2021-06-18,マゴチ,1,47.0,47.0
1557,2021-06-18,シリヤケイカ,15,0.1,0.7
1558,2021-06-18,シロギス,2,23.0,24.0
1559,2021-06-18,スズキ,1,60.0,60.0
1560,2021-06-18,タコ,18,0.2,0.45
1561,2021-06-18,ハゼ,1,13.0,13.0
1562,2021-06-18,フグ,5,20.0,25.0
1563,2021-06-18,メジナ,13,25.0,29.0
1564,2021-06-18,メバル,2,20.0,20.0
1565,2021-06-19,アジ,43,15.0,27.0
1566,2021-06-19,イシモチ,5,20.0,28.0
1567,2021-06-19,カサゴ,12,16.0,22.0
1568,2021-06-19,カマス,2,20.0,30.0
1569,2021-06-19,カタクチイワシ,5919,10.0,13.0
1570,2021-06-19,キジハタ,3,20.0,24.0
1571,2021-06-19,クロダイ,6,36.0,40.0
1572,2021-06-19,コノシロ,6,25.0,28.0
1573,2021-06-19,サバ,1,25.0,25.0
1574,2021-06-19,シマイサキ,1,28.0,28.0
1575,2021-06-19,スズキ,1,61.0,61.0
1576,2021-06-19,フッコ,2,45.0,55.0
1577,2021-06-19,タコ,39,0.1,0.5
1578,2021-06-19,ヒラメ,2,36.0,36.0
1579,2021-06-19,フグ,3,10.0,20.0
1580,2021-06-19,メジナ,20,27.0,33.0
1581,2021-06-20,アジ,96,18.0,30.0
1582,2021-06-20,イシモチ,1,25.0,25.0
1583,2021-06-20,ウミタナゴ,1,20.0,20.0
1584,2021-06-20,カサゴ,25,16.0,26.0
1585,2021-06-20,カマス,12,10.0,40.0
1586,2021-06-20,コノシロ,4,28.0,30.0
1587,2021-06-20,サバ,3,25.0,35.0
1588,2021-06-20,カタクチイワシ,3198,10.0,12.0
1589,2021-06-20,キジハタ,1,26.0,26.0
1590,2021-06-20,シリヤケイカ,2,0.7,0.7
1591,2021-06-20,シロギス,1,20.0,20.0
1592,2021-06-20,シマダイ,1,20.0,20.0
1593,2021-06-20,フッコ,1,50.0,50.0
1594,2021-06-20,タコ,24,0.2,0.5
1595,2021-06-20,フグ,11,11.0,15.0
1596,2021-06-20,ベラ,2,20.0,20.0
1597,2021-06-20,メジナ,7,15.0,31.0
1598,2021-06-21,アジ,129,16.0,25.0
1599,2021-06-21,イシモチ,4,20.0,30.0
1600,2021-06-21,カサゴ,9,16.0,20.0
1601,2021-06-21,カタクチイワシ,3802,10.0,15.0
1602,2021-06-21,キジハタ,2,25.0,28.0
1603,2021-06-21,クロダイ,4,40.0,42.0
1604,2021-06-21,コノシロ,4,25.0,30.0
1605,2021-06-21,サバ,2,40.0,40.0
1606,2021-06-21,シリヤケイカ,5,0.4,0.5
1607,2021-06-21,シロギス,2,14.0,15.0
1608,2021-06-21,スズキ,1,64.0,64.0
1609,2021-06-21,タコ,22,0.2,0.4
1610,2021-06-21,ヒイラギ,2,10.0,10.0
1611,2021-06-21,フグ,10,15.0,20.0
1612,2021-06-21,ベラ,1,20.0,20.0
1613,2021-06-21,メゴチ,4,10.0,15.0
1614,2021-06-21,メジナ,10,20.0,29.0
1615,2021-06-21,メバル,1,25.0,25.0
1616,2021-06-22,アジ,199,20.0,28.0
1617,2021-06-22,イシモチ,4,23.0,30.0
1618,2021-06-22,カサゴ,19,16.0,27.0
1619,2021-06-22,カワハギ,2,16.0,22.0
1620,2021-06-22,クロダイ,5,37.0,47.0
1621,2021-06-22,コノシロ,11,25.0,28.0
1622,2021-06-22,カタクチイワシ,3496,12.0,15.0
1623,2021-06-22,シリヤケイカ,4,0.5,0.6
1624,2021-06-22,スズキ,1,60.0,60.0
1625,2021-06-22,フッコ,1,50.0,50.0
1626,2021-06-22,タコ,62,0.2,0.6
1627,2021-06-22,フグ,1,20.0,20.0
1628,2021-06-22,マゴチ,1,30.0,30.0
1629,2021-06-22,キジハタ,1,30.0,30.0
1630,2021-06-22,メジナ,2,20.0,32.0
1631,2021-06-23,アジ,400,15.0,28.0
1632,2021-06-23,イシモチ,13,20.0,28.0
1633,2021-06-23,カサゴ,30,18.0,24.0
1634,2021-06-23,カマス,1,40.0,40.0
1635,2021-06-23,エゾイソアイナメ,1,15.0,15.0
1636,2021-06-23,クロダイ,4,33.0,35.0
1637,2021-06-23,コショウダイ,2,20.0,25.0
1638,2021-06-23,コノシロ,10,26.0,28.0
1639,2021-06-23,カタクチイワシ,3124,10.0,15.0
1640,2021-06-23,サバ,115,20.0,22.0
1641,2021-06-23,フッコ,2,40.0,45.0
1642,2021-06-23,タコ,53,0.2,0.5
1643,2021-06-23,ヒイラギ,1,15.0,15.0
1644,2021-06-23,フグ,5,15.0,25.0
1645,2021-06-23,メジナ,12,15.0,30.0
1646,2021-06-23,メバル,2,16.0,20.0
1647,2021-06-24,アジ,251,18.0,30.0
1648,2021-06-24,アナゴ,1,45.0,45.0
1649,2021-06-24,イシモチ,35,25.0,31.0
1650,2021-06-24,ウミタナゴ,1,22.0,22.0
1651,2021-06-24,エゾイソアイナメ,1,21.0,21.0
1652,2021-06-24,カサゴ,25,18.0,26.0
1653,2021-06-24,カタクチイワシ,1017,10.0,15.0
1654,2021-06-24,カマス,4,30.0,40.0
1655,2021-06-24,クロダイ,3,37.0,40.0
1656,2021-06-24,コノシロ,12,25.0,30.0
1657,2021-06-24,サバ,33,21.0,22.0
1658,2021-06-24,シリヤケイカ,15,0.3,0.5
1659,2021-06-24,シロギス,2,20.0,22.0
1660,2021-06-24,フッコ,1,43.0,43.0
1661,2021-06-24,タコ,33,0.2,1.51
1662,2021-06-24,ヒイラギ,5,15.0,18.0
1663,2021-06-24,メジナ,9,20.0,30.0
1664,2021-06-24,フグ,2,25.0,30.0
1665,2021-06-25,アジ,318,18.0,28.0
1666,2021-06-25,イシモチ,5,20.0,25.0
1667,2021-06-25,ウミタナゴ,2,20.0,25.0
1668,2021-06-25,カサゴ,38,18.0,25.0
1669,2021-06-25,カマス,1,38.0,38.0
1670,2021-06-25,クロダイ,1,30.0,30.0
1671,2021-06-25,コノシロ,45,20.0,30.0
1672,2021-06-25,サバ,33,21.0,25.0
1673,2021-06-25,カタクチイワシ,2690,10.0,15.0
1674,2021-06-25,シリヤケイカ,8,0.3,0.4
1675,2021-06-25,フッコ,2,45.0,48.0
1676,2021-06-25,タコ,36,0.3,0.5
1677,2021-06-25,ヒイラギ,6,10.0,15.0
1678,2021-06-25,フグ,9,12.0,30.0
1679,2021-06-25,メジナ,13,25.0,31.0
1680,2021-06-25,メバル,1,20.0,20.0
1681,2021-06-26,アジ,395,16.0,25.0
1682,2021-06-26,イシモチ,18,20.0,25.0
1683,2021-06-26,カサゴ,49,16.0,25.0
1684,2021-06-26,カマス,28,20.0,40.0
1685,2021-06-26,カワハギ,1,25.0,25.0
1686,2021-06-26,クロダイ,4,35.0,40.0
1687,2021-06-26,コノシロ,37,25.0,28.0
1688,2021-06-26,サバ,14,20.0,30.0
1689,2021-06-26,カタクチイワシ,2460,10.0,15.0
1690,2021-06-26,シリヤケイカ,3,0.5,0.6
1691,2021-06-26,シロギス,8,15.0,23.0
1692,2021-06-26,フッコ,1,51.0,51.0
1693,2021-06-26,タコ,47,0.3,0.5
1694,2021-06-26,ヒイラギ,4,15.0,16.0
1695,2021-06-26,フグ,2,15.0,20.0
1696,2021-06-26,マゴチ,8,30.0,46.0
1697,2021-06-26,メジナ,20,20.0,30.0
1698,2021-06-26,メバル,2,20.0,20.0
1699,2021-06-26,ワカシ,1,35.0,35.0
1700,2021-06-27,アジ,364,15.0,25.0
1701,2021-06-27,イシモチ,76,20.0,34.0
1702,2021-06-27,カサゴ,88,16.0,24.0
1703,2021-06-27,カマス,19,31.0,40.0
1704,2021-06-27,クロダイ,5,34.0,47.0
1705,2021-06-27,コノシロ,13,23.0,30.0
1706,2021-06-27,サバ,16,20.0,40.0
1707,2021-06-27,シリヤケイカ,1,0.2,0.2
1708,2021-06-27,シロギス,7,22.0,28.0
1709,2021-06-27,スズキ,1,67.0,67.0
1710,2021-06-27,フッコ,1,43.0,43.0
1711,2021-06-27,タコ,19,0.2,0.8
1712,2021-06-27,ヒイラギ,1,15.0,15.0
1713,2021-06-27,フグ,7,10.0,30.0
1714,2021-06-27,ホウボウ,1,20.0,20.0
1715,2021-06-27,マゴチ,18,35.0,49.0
1716,2021-06-27,メジナ,4,25.0,30.0
1717,2021-06-27,メバル,1,20.0,20.0
1718,2021-06-27,カタクチイワシ,2694,10.0,15.0
1719,2021-06-27,シマイサキ,1,20.0,20.0
1720,2021-06-28,アジ,278,20.0,28.0
1721,2021-06-28,イシモチ,92,20.0,30.0
1722,2021-06-28,カサゴ,26,16.0,25.0
1723,2021-06-28,カマス,10,37.0,38.0
1724,2021-06-28,クロダイ,5,36.0,45.0
1725,2021-06-28,コノシロ,25,25.0,30.0
1726,2021-06-28,サバ,25,20.0,22.0
1727,2021-06-28,シロギス,5,20.0,20.0
1728,2021-06-28,フッコ,1,50.0,50.0
1729,2021-06-28,タコ,8,0.2,0.3
1730,2021-06-28,ヒイラギ,1,15.0,15.0
1731,2021-06-28,フグ,1,15.0,15.0
1732,2021-06-28,マゴチ,1,40.0,40.0
1733,2021-06-28,メジナ,4,23.0,28.0
1734,2021-06-28,ワカシ,1,32.0,32.0
1735,2021-06-28,カタクチイワシ,967,10.0,15.0
1736,2021-06-29,アジ,1003,15.0,28.0
1737,2021-06-29,イシモチ,52,20.0,30.0
1738,2021-06-29,カサゴ,15,16.0,26.0
1739,2021-06-29,カタクチイワシ,1382,10.0,15.0
1740,2021-06-29,カマス,14,30.0,40.0
1741,2021-06-29,クロダイ,21,35.0,49.0
1742,2021-06-29,コノシロ,39,25.0,30.0
1743,2021-06-29,サバ,6,21.0,25.0
1744,2021-06-29,シロギス,2,20.0,22.0
1745,2021-06-29,タコ,7,0.15,0.5
1746,2021-06-29,ヒイラギ,1,15.0,15.0
1747,2021-06-29,ヒラメ,1,41.0,41.0
1748,2021-06-29,フグ,1,20.0,20.0
1749,2021-06-29,マゴチ,9,30.0,40.0
1750,2021-06-29,メジナ,5,20.0,26.0
1751,2021-06-29,メバル,3,18.0,23.0
1752,2021-06-29,ワカシ,1,31.0,31.0
1753,2021-06-30,アジ,929,18.0,25.0
1754,2021-06-30,イシモチ,95,18.0,29.0
1755,2021-06-30,カサゴ,38,16.0,25.0
1756,2021-06-30,カマス,15,30.0,40.0
1757,2021-06-30,クロダイ,13,30.0,45.0
1758,2021-06-30,コノシロ,26,28.0,30.0
1759,2021-06-30,サバ,10,20.0,23.0
1760,2021-06-30,カタクチイワシ,5587,8.0,13.0
1761,2021-06-30,ヒラメ,2,30.0,38.0
1762,2021-06-30,シリヤケイカ,1,0.5,0.5
1763,2021-06-30,シロギス,3,20.0,23.0
1764,2021-06-30,タコ,9,0.1,1.7
1765,2021-06-30,マゴチ,49,25.0,50.0
1766,2021-06-30,メジナ,3,28.0,30.0
1767,2021-06-30,メバル,1,20.0,20.0
1768,2021-07-01,アジ,57,15.0,27.0
1769,2021-07-01,イシモチ,5,20.0,30.0
1770,2021-07-01,カサゴ,27,16.0,26.0
1771,2021-07-01,カタクチイワシ,2114,10.0,15.0
1772,2021-07-01,カマス,5,35.0,40.0
1773,2021-07-01,クロダイ,12,38.0,48.0
1774,2021-07-01,コノシロ,2,24.0,26.0
1775,2021-07-01,サバ,7,21.0,22.0
1776,2021-07-01,シロギス,2,17.0,18.0
1777,2021-07-01,タコ,27,0.2,0.3
1778,2021-07-01,ヒイラギ,1,13.0,13.0
1779,2021-07-01,ヒラメ,2,41.0,45.0
1780,2021-07-01,フグ,6,25.0,30.0
1781,2021-07-01,マゴチ,9,30.0,47.0
1782,2021-07-01,メジナ,9,27.0,33.0
1783,2021-07-02,アジ,13,18.0,24.0
1784,2021-07-02,カサゴ,4,16.0,20.0
1785,2021-07-02,カタクチイワシ,1378,10.0,15.0
1786,2021-07-02,カマス,1,35.0,35.0
1787,2021-07-02,クロダイ,4,40.0,48.0
1788,2021-07-02,サバ,5,20.0,38.0
1789,2021-07-02,ソイ,1,20.0,20.0
1790,2021-07-02,タコ,10,0.2,0.5
1791,2021-07-02,ヒラメ,2,33.0,40.0
1792,2021-07-02,フグ,3,15.0,20.0
1793,2021-07-02,フッコ,3,45.0,55.0
1794,2021-07-02,マゴチ,30,35.0,45.0
1795,2021-07-02,メジナ,18,26.0,33.0
1796,2021-07-02,ワニゴチ,5,25.0,30.0
1797,2021-07-03,アジ,31,15.0,21.0
1798,2021-07-03,イシモチ,1,30.0,30.0
1799,2021-07-03,カサゴ,74,16.0,28.0
1800,2021-07-03,クロダイ,38,40.0,43.0
1801,2021-07-03,サバ,140,21.0,40.0
1802,2021-07-03,サッパ,2,14.0,15.0
1803,2021-07-03,カタクチイワシ,9999,10.0,13.0
1804,2021-07-03,シロギス,4,20.0,25.0
1805,2021-07-03,フッコ,2,55.0,58.0
1806,2021-07-03,タコ,10,0.2,1.29
1807,2021-07-03,ヒラメ,7,35.0,63.0
1808,2021-07-03,フグ,3,15.0,17.0
1809,2021-07-03,マゴチ,41,37.0,49.0
1810,2021-07-03,メジナ,44,25.0,34.0
1811,2021-07-03,ワニゴチ,1,25.0,25.0
1812,2021-07-04,アジ,28,16.0,23.0
1813,2021-07-04,カサゴ,95,16.0,28.0
1814,2021-07-04,クロダイ,1,43.0,43.0
1815,2021-07-04,コノシロ,5,20.0,25.0
1816,2021-07-04,サバ,27,21.0,45.0
1817,2021-07-04,カタクチイワシ,7755,10.0,12.0
1818,2021-07-04,シロギス,1,20.0,20.0
1819,2021-07-04,タコ,7,0.2,0.5
1820,2021-07-04,ヒイラギ,5,10.0,15.0
1821,2021-07-04,ヒラメ,5,36.0,41.0
1822,2021-07-04,フグ,2,20.0,21.0
1823,2021-07-04,マゴチ,19,35.0,48.0
1824,2021-07-04,メジナ,26,26.0,34.0
1825,2021-07-04,ワニゴチ,2,30.0,31.0
1826,2021-07-05,アジ,172,12.0,24.0
1827,2021-07-05,カサゴ,21,16.0,25.0
1828,2021-07-05,カマス,2,25.0,25.0
1829,2021-07-05,クロダイ,1,40.0,40.0
1830,2021-07-05,サバ,107,22.0,40.0
1831,2021-07-05,イワシ,5668,12.0,15.0
1832,2021-07-05,ヒラメ,5,30.0,48.0
1833,2021-07-05,シロギス,5,22.0,22.0
1834,2021-07-05,ワニゴチ,1,30.0,30.0
1835,2021-07-05,シリヤケイカ,1,0.5,0.5
1836,2021-07-05,スズキ,1,70.0,70.0
1837,2021-07-05,タコ,3,0.3,1.5
1838,2021-07-05,フグ,2,15.0,15.0
1839,2021-07-05,マゴチ,6,30.0,53.0
1840,2021-07-05,メジナ,22,22.0,32.0
1841,2021-07-07,アジ,293,12.0,29.0
1842,2021-07-07,イシモチ,2,20.0,20.0
1843,2021-07-07,カサゴ,40,16.0,28.0
1844,2021-07-07,クロダイ,1,40.0,40.0
1845,2021-07-07,コノシロ,4,25.0,30.0
1846,2021-07-07,サバ,255,21.0,40.0
1847,2021-07-07,イワシ,5845,8.0,12.0
1848,2021-07-07,スズキ,2,65.0,72.0
1849,2021-07-07,フッコ,2,55.0,57.0
1850,2021-07-07,タコ,1,0.4,0.4
1851,2021-07-07,ヒイラギ,1,13.0,13.0
1852,2021-07-07,フグ,2,20.0,20.0
1853,2021-07-07,メジナ,23,25.0,32.0
1854,2021-07-08,アジ,710,10.0,25.0
1855,2021-07-08,ウミタナゴ,1,20.0,20.0
1856,2021-07-08,カサゴ,61,16.0,25.0
1857,2021-07-08,カマス,4,35.0,40.0
1858,2021-07-08,クロダイ,5,18.0,43.0
1859,2021-07-08,コノシロ,31,28.0,30.0
1860,2021-07-08,サバ,139,21.0,42.0
1861,2021-07-08,サッパ,2,15.0,15.0
1862,2021-07-08,イワシ,4228,10.0,13.0
1863,2021-07-08,シロギス,62,15.0,23.0
1864,2021-07-08,スズキ,1,70.0,70.0
1865,2021-07-08,フッコ,12,42.0,58.0
1866,2021-07-08,セイゴ,4,35.0,35.0
1867,2021-07-08,タコ,1,0.2,0.2
1868,2021-07-08,ヒイラギ,10,10.0,15.0
1869,2021-07-08,フグ,3,15.0,15.0
1870,2021-07-08,マゴチ,1,45.0,45.0
1871,2021-07-08,メジナ,42,26.0,34.0
1872,2021-07-08,メバル,1,20.0,20.0
1873,2021-07-09,アジ,1233,12.0,34.0
1874,2021-07-09,イシモチ,15,20.0,29.0
1875,2021-07-09,ウミタナゴ,1,18.0,18.0
1876,2021-07-09,カサゴ,158,16.0,26.0
1877,2021-07-09,カタクチイワシ,4755,10.0,12.0
1878,2021-07-09,カマス,2,35.0,38.0
1879,2021-07-09,クロダイ,2,38.0,50.0
1880,2021-07-09,コノシロ,19,20.0,30.0
1881,2021-07-09,サバ,239,21.0,42.0
1882,2021-07-09,サッパ,6,10.0,12.0
1883,2021-07-09,スズキ,2,60.0,60.0
1884,2021-07-09,セイゴ,1,30.0,30.0
1885,2021-07-09,タコ,1,0.3,0.3
1886,2021-07-09,ヒイラギ,6,10.0,12.0
1887,2021-07-09,フグ,5,20.0,25.0
1888,2021-07-09,マゴチ,1,45.0,45.0
1889,2021-07-09,メジナ,22,25.0,32.0
1890,2021-07-10,アジ,168,14.0,26.0
1891,2021-07-10,カサゴ,128,18.0,26.0
1892,2021-07-10,カタクチイワシ,7516,10.0,13.0
1893,2021-07-10,クロダイ,1,38.0,38.0
1894,2021-07-10,コノシロ,6,25.0,30.0
1895,2021-07-10,サバ,1811,21.0,38.0
1896,2021-07-10,シロギス,1,25.0,25.0
1897,2021-07-10,シマイサキ,1,25.0,25.0
1898,2021-07-10,スズキ,1,60.0,60.0
1899,2021-07-10,フッコ,3,48.0,49.0
1900,2021-07-10,ヒイラギ,7,10.0,15.0
1901,2021-07-10,フグ,3,16.0,25.0
1902,2021-07-10,マゴチ,1,49.0,49.0
1903,2021-07-10,メジナ,22,23.0,33.0
1904,2021-07-11,アジ,106,18.0,22.0
1905,2021-07-11,イシモチ,6,24.0,25.0
1906,2021-07-11,ウミタナゴ,1,20.0,20.0
1907,2021-07-11,カサゴ,101,17.0,25.0
1908,2021-07-11,クロダイ,2,45.0,50.0
1909,2021-07-11,コノシロ,5,21.0,25.0
1910,2021-07-11,サバ,749,21.0,23.0
1911,2021-07-11,サッパ,10,12.0,16.0
1912,2021-07-11,カタクチイワシ,2350,10.0,12.0
1913,2021-07-11,シロギス,35,20.0,23.0
1914,2021-07-11,シマイサキ,1,20.0,20.0
1915,2021-07-11,フッコ,1,46.0,46.0
1916,2021-07-11,タコ,5,0.3,1.0
1917,2021-07-11,ヒイラギ,19,15.0,16.0
1918,2021-07-11,ヒラメ,1,30.0,30.0
1919,2021-07-11,マゴチ,1,50.0,50.0
1920,2021-07-11,メジナ,19,25.0,30.0
1921,2021-07-11,フグ,1,20.0,20.0
1922,2021-07-12,アジ,104,10.0,25.0
1923,2021-07-12,イシモチ,8,20.0,27.0
1924,2021-07-12,ウミタナゴ,1,15.0,15.0
1925,2021-07-12,カタクチイワシ,3275,10.0,13.0
1926,2021-07-12,カサゴ,63,18.0,25.0
1927,2021-07-12,クロダイ,5,36.0,41.0
1928,2021-07-12,コノシロ,9,25.0,28.0
1929,2021-07-12,サバ,188,21.0,27.0
1930,2021-07-12,サッパ,24,12.0,12.0
1931,2021-07-12,シロギス,3,22.0,25.0
1932,2021-07-12,ソイ,1,20.0,20.0
1933,2021-07-12,ヒイラギ,7,12.0,15.0
1934,2021-07-12,フグ,1,20.0,20.0
1935,2021-07-12,メジナ,13,27.0,38.0
1936,2021-07-13,アジ,171,10.0,23.0
