,date,fishname,results,min,max
5925,2022-06-02,サバ,2,20.0,28.0
5926,2022-06-02,サヨリ,3,35.0,37.0
5927,2022-06-02,シロギス,1,20.0,20.0
5928,2022-06-02,フッコ,1,50.0,50.0
5929,2022-06-02,ソイ,1,20.0,20.0
5930,2022-06-02,タコ,37,0.3,0.5
5931,2022-06-02,マゴチ,1,33.0,33.0
5932,2022-06-02,メジナ,1,25.0,25.0
5933,2022-06-02,スルメイカ,1,0.2,0.2
5934,2022-06-03,アジ,9,18.0,20.0
5935,2022-06-03,ウミタナゴ,1,20.0,20.0
5936,2022-06-03,カサゴ,21,18.0,22.0
5937,2022-06-03,カタクチイワシ,109,12.0,15.0
5938,2022-06-03,クロダイ,13,33.0,46.0
5939,2022-06-03,コショウダイ,1,35.0,35.0
5940,2022-06-03,コノシロ,29,20.0,25.0
5941,2022-06-03,サバ,2,20.0,22.0
5942,2022-06-03,シリヤケイカ,1,0.5,0.5
5943,2022-06-03,シロギス,1,17.0,17.0
5944,2022-06-03,タコ,27,0.3,0.9
5945,2022-06-03,フグ,6,20.0,25.0
5946,2022-06-03,メジナ,4,25.0,30.0
5947,2022-06-03,メバル,2,20.0,22.0
5948,2022-06-04,アジ,118,18.0,25.0
5949,2022-06-04,アナゴ,1,50.0,50.0
5950,2022-06-04,イシモチ,11,22.0,24.0
5951,2022-06-04,ウミタナゴ,5,15.0,22.0
5952,2022-06-04,カサゴ,93,16.0,25.0
5953,2022-06-04,カタクチイワシ,1481,10.0,13.0
5954,2022-06-04,クロダイ,7,37.0,43.0
5955,2022-06-04,コノシロ,98,20.0,27.0
5956,2022-06-04,サヨリ,1,34.0,34.0
5957,2022-06-04,シロギス,2,15.0,16.0
5958,2022-06-04,タコ,17,0.3,0.4
5959,2022-06-04,フグ,4,15.0,20.0
5960,2022-06-04,マゴチ,2,33.0,35.0
5961,2022-06-04,メジナ,14,25.0,31.0
5962,2022-06-04,メバル,1,20.0,20.0
5963,2022-06-04,カマス,6,34.0,38.0
5964,2022-06-05,アジ,57,18.0,25.0
5965,2022-06-05,イシモチ,5,22.0,28.0
5966,2022-06-05,ウミタナゴ,5,19.0,24.0
5967,2022-06-05,カサゴ,63,16.0,22.0
5968,2022-06-05,カタクチイワシ,1338,10.0,12.0
5969,2022-06-05,カマス,2,35.0,36.0
5970,2022-06-05,クロダイ,14,27.0,48.0
5971,2022-06-05,コノシロ,74,25.0,27.0
5972,2022-06-05,サバ,6,25.0,27.0
5973,2022-06-05,シロギス,1,15.0,15.0
5974,2022-06-05,フッコ,1,59.0,59.0
5975,2022-06-05,ソイ,2,20.0,20.0
5976,2022-06-05,タコ,49,0.2,1.6
5977,2022-06-05,タチウオ,1,70.0,70.0
5978,2022-06-05,ハゼ,1,12.0,12.0
5979,2022-06-05,フグ,3,20.0,30.0
5980,2022-06-05,ベラ,1,20.0,20.0
5981,2022-06-05,マゴチ,1,30.0,30.0
5982,2022-06-05,メジナ,5,28.0,31.0
5983,2022-06-05,メバル,3,20.0,22.0
5984,2022-06-06,アジ,23,18.0,22.0
5985,2022-06-06,カマス,1,36.0,36.0
5986,2022-06-06,クロダイ,8,39.0,44.0
5987,2022-06-06,コノシロ,16,25.0,26.0
5988,2022-06-06,サバ,1,25.0,25.0
5989,2022-06-06,カタクチイワシ,3,10.0,12.0
5990,2022-06-06,タコ,2,0.1,0.2
5991,2022-06-06,フグ,3,15.0,20.0
5992,2022-06-07,アジ,57,22.0,25.0
5993,2022-06-07,イシモチ,5,22.0,26.0
5994,2022-06-07,ウミタナゴ,5,18.0,20.0
5995,2022-06-07,カサゴ,10,16.0,20.0
5996,2022-06-07,カマス,1,27.0,27.0
5997,2022-06-07,カワハギ,1,16.0,16.0
5998,2022-06-07,カタクチイワシ,121,12.0,13.0
5999,2022-06-07,クロダイ,9,31.0,45.0
6000,2022-06-07,コノシロ,67,25.0,27.0
6001,2022-06-07,サバ,5,27.0,28.0
6002,2022-06-07,スズキ,1,66.0,66.0
6003,2022-06-07,フッコ,1,50.0,50.0
6004,2022-06-07,タコ,36,0.2,0.4
6005,2022-06-07,ハゼ,1,8.0,8.0
6006,2022-06-07,フグ,3,15.0,25.0
6007,2022-06-07,マゴチ,1,46.0,46.0
6008,2022-06-07,メジナ,4,25.0,27.0
6009,2022-06-08,アジ,16,20.0,25.0
6010,2022-06-08,イシモチ,1,26.0,26.0
6011,2022-06-08,ウミタナゴ,8,19.0,20.0
6012,2022-06-08,カサゴ,13,16.0,20.0
6013,2022-06-08,カタクチイワシ,76,10.0,12.0
6014,2022-06-08,カマス,1,38.0,38.0
6015,2022-06-08,クロダイ,9,30.0,43.0
6016,2022-06-08,コノシロ,10,25.0,25.0
6017,2022-06-08,サバ,3,25.0,30.0
6018,2022-06-08,シロギス,6,13.0,18.0
6019,2022-06-08,フッコ,1,53.0,53.0
6020,2022-06-08,タコ,28,0.1,1.3
6021,2022-06-08,フグ,6,20.0,25.0
6022,2022-06-08,マゴチ,2,40.0,51.0
6023,2022-06-08,メジナ,2,25.0,28.0
6024,2022-06-09,アジ,4,18.0,23.0
6025,2022-06-09,ウミタナゴ,13,16.0,20.0
6026,2022-06-09,カサゴ,22,17.0,20.0
6027,2022-06-09,カタクチイワシ,501,10.0,15.0
6028,2022-06-09,クロダイ,5,30.0,40.0
6029,2022-06-09,コノシロ,13,25.0,25.0
6030,2022-06-09,サバ,4,25.0,25.0
6031,2022-06-09,シロギス,4,13.0,16.0
6032,2022-06-09,シャコ,1,15.0,15.0
6033,2022-06-09,タコ,34,0.3,0.7
6034,2022-06-09,フグ,1,26.0,26.0
6035,2022-06-09,メジナ,2,27.0,28.0
6036,2022-06-09,メバル,2,18.0,22.0
6037,2022-06-10,アジ,3,22.0,27.0
6038,2022-06-10,ウミタナゴ,3,18.0,20.0
6039,2022-06-10,カサゴ,26,16.0,24.0
6040,2022-06-10,カワハギ,1,21.0,21.0
6041,2022-06-10,クロダイ,8,36.0,45.0
6042,2022-06-10,クロムツ,1,15.0,15.0
6043,2022-06-10,コノシロ,7,25.0,28.0
6044,2022-06-10,サバ,8,30.0,32.0
6045,2022-06-10,サヨリ,1,35.0,35.0
6046,2022-06-10,カタクチイワシ,1316,10.0,13.0
6047,2022-06-10,シロギス,2,23.0,24.0
6048,2022-06-10,フッコ,2,49.0,50.0
6049,2022-06-10,タコ,39,0.1,0.5
6050,2022-06-10,フグ,2,10.0,25.0
6051,2022-06-10,マルイカ,1,0.1,0.1
6052,2022-06-10,メジナ,20,28.0,41.0
6053,2022-06-11,アジ,2,18.0,20.0
6054,2022-06-11,イサキ,1,24.0,24.0
6055,2022-06-11,イシモチ,1,12.0,12.0
6056,2022-06-11,ウミタナゴ,10,15.0,22.0
6057,2022-06-11,カサゴ,70,16.0,23.0
6058,2022-06-11,クロダイ,2,40.0,45.0
6059,2022-06-11,コノシロ,10,20.0,25.0
6060,2022-06-11,サバ,14,15.0,37.0
6061,2022-06-11,カタクチイワシ,2084,10.0,13.0
6062,2022-06-11,シロギス,5,15.0,20.0
6063,2022-06-11,スジハタ,1,28.0,28.0
6064,2022-06-11,シリヤケイカ,1,0.5,0.5
6065,2022-06-11,フッコ,1,52.0,52.0
6066,2022-06-11,タコ,63,0.1,2.25
6067,2022-06-11,フグ,7,15.0,20.0
6068,2022-06-11,マゴチ,1,38.0,38.0
6069,2022-06-11,メジナ,37,23.0,30.0
6070,2022-06-11,メバル,3,22.0,27.0
6071,2022-06-12,アジ,4,20.0,25.0
6072,2022-06-12,アナゴ,2,25.0,30.0
6073,2022-06-12,イシモチ,27,24.0,30.0
6074,2022-06-12,ウミタナゴ,3,20.0,25.0
6075,2022-06-12,カサゴ,34,16.0,23.0
6076,2022-06-12,カタクチイワシ,2293,10.0,13.0
6077,2022-06-12,カマス,1,41.0,41.0
6078,2022-06-12,クロダイ,14,28.0,49.0
6079,2022-06-12,コノシロ,13,15.0,26.0
6080,2022-06-12,サバ,6,28.0,30.0
6081,2022-06-12,シロギス,4,17.0,20.0
6082,2022-06-12,フッコ,2,51.0,59.0
6083,2022-06-12,タコ,29,0.2,0.4
6084,2022-06-12,メジナ,9,28.0,30.0
6085,2022-06-12,メバル,2,20.0,23.0
6086,2022-06-13,アジ,116,18.0,26.0
6087,2022-06-13,イシモチ,11,25.0,30.0
6088,2022-06-13,ウミタナゴ,4,18.0,20.0
6089,2022-06-13,カサゴ,33,16.0,22.0
6090,2022-06-13,クロダイ,8,32.0,40.0
6091,2022-06-13,コノシロ,17,25.0,29.0
6092,2022-06-13,サバ,5,25.0,28.0
6093,2022-06-13,カタクチイワシ,1399,10.0,14.0
6094,2022-06-13,シロギス,6,18.0,20.0
6095,2022-06-13,タコ,13,0.2,0.5
6096,2022-06-13,マゴチ,5,36.0,43.0
6097,2022-06-13,メジナ,4,24.0,29.0
6098,2022-06-13,フグ,3,18.0,20.0
6099,2022-06-14,アジ,504,20.0,29.0
6100,2022-06-14,イシモチ,9,23.0,32.0
6101,2022-06-14,ウミタナゴ,1,20.0,20.0
6102,2022-06-14,カサゴ,17,18.0,22.0
6103,2022-06-14,カマス,3,35.0,36.0
6104,2022-06-14,クロダイ,8,35.0,40.0
6105,2022-06-14,コノシロ,39,25.0,26.0
6106,2022-06-14,サバ,4,25.0,30.0
6107,2022-06-14,カタクチイワシ,1012,12.0,13.0
6108,2022-06-14,タコ,15,0.2,0.3
6109,2022-06-14,フグ,7,15.0,16.0
6110,2022-06-14,メジナ,2,26.0,27.0
6111,2022-06-15,アジ,327,20.0,28.0
6112,2022-06-15,アナゴ,4,40.0,50.0
6113,2022-06-15,イシモチ,10,25.0,32.0
6114,2022-06-15,ウミタナゴ,4,15.0,20.0
6115,2022-06-15,カサゴ,26,16.0,24.0
6116,2022-06-15,カタクチイワシ,1051,12.0,14.0
6117,2022-06-15,カマス,7,28.0,34.0
6118,2022-06-15,クロダイ,14,25.0,48.0
6119,2022-06-15,コノシロ,65,22.0,28.0
6120,2022-06-15,サバ,9,28.0,30.0
6121,2022-06-15,サッパ,2,12.0,12.0
6122,2022-06-15,シロギス,3,15.0,16.0
6123,2022-06-15,シマダイ,1,35.0,35.0
6124,2022-06-15,タコ,13,0.2,0.5
6125,2022-06-15,フグ,8,18.0,25.0
6126,2022-06-15,メジナ,3,28.0,32.0
6127,2022-06-15,メバル,1,21.0,21.0
6128,2022-06-16,アジ,114,18.0,28.0
6129,2022-06-16,アナゴ,1,40.0,40.0
6130,2022-06-16,イシモチ,5,25.0,32.0
6131,2022-06-16,ウミタナゴ,6,20.0,21.0
6132,2022-06-16,カサゴ,21,16.0,25.0
6133,2022-06-16,カマス,8,35.0,41.0
6134,2022-06-16,クロダイ,5,34.0,40.0
6135,2022-06-16,コノシロ,42,25.0,28.0
6136,2022-06-16,サバ,2,25.0,30.0
6137,2022-06-16,サッパ,5,10.0,12.0
6138,2022-06-16,カタクチイワシ,2410,10.0,14.0
6139,2022-06-16,シロギス,6,10.0,15.0
6140,2022-06-16,フッコ,1,50.0,50.0
6141,2022-06-16,タコ,22,0.2,0.4
6142,2022-06-16,フグ,6,17.0,22.0
6143,2022-06-16,メジナ,1,28.0,28.0
6144,2022-06-17,アジ,12,20.0,22.0
6145,2022-06-17,アナゴ,3,40.0,60.0
6146,2022-06-17,イシモチ,5,25.0,32.0
6147,2022-06-17,カサゴ,25,17.0,23.0
6148,2022-06-17,カタクチイワシ,3209,10.0,13.0
6149,2022-06-17,カマス,1,40.0,40.0
6150,2022-06-17,キジハタ,1,33.0,33.0
6151,2022-06-17,クロダイ,7,28.0,47.0
6152,2022-06-17,コノシロ,19,20.0,28.0
6153,2022-06-17,サバ,20,15.0,40.0
6154,2022-06-17,シロギス,4,14.0,19.0
6155,2022-06-17,フッコ,1,45.0,45.0
6156,2022-06-17,タコ,33,0.3,0.7
6157,2022-06-17,フグ,3,35.0,35.0
6158,2022-06-17,マゴチ,1,44.0,44.0
6159,2022-06-17,メジナ,11,25.0,35.0
6160,2022-06-17,メバル,2,25.0,26.0
6161,2022-06-18,アジ,39,18.0,23.0
6162,2022-06-18,アナゴ,2,40.0,42.0
6163,2022-06-18,イシモチ,7,25.0,26.0
6164,2022-06-18,ウミタナゴ,23,15.0,20.0
6165,2022-06-18,カサゴ,45,16.0,20.0
6166,2022-06-18,カタクチイワシ,8433,10.0,15.0
6167,2022-06-18,クロダイ,1,40.0,40.0
6168,2022-06-18,コノシロ,22,15.0,28.0
6169,2022-06-18,サバ,16,15.0,27.0
6170,2022-06-18,サッパ,4,13.0,15.0
6171,2022-06-18,ショゴ,1,22.0,22.0
6172,2022-06-18,シロギス,17,15.0,21.0
6173,2022-06-18,シマダイ,1,25.0,25.0
6174,2022-06-18,タコ,70,0.2,0.4
6175,2022-06-18,ヒラメ,1,40.0,40.0
6176,2022-06-18,フグ,9,10.0,25.0
6177,2022-06-18,ベラ,1,20.0,20.0
6178,2022-06-18,メジナ,23,20.0,32.0
6179,2022-06-18,メバル,2,20.0,25.0
6180,2022-06-19,アジ,24,15.0,25.0
6181,2022-06-19,イシモチ,15,24.0,27.0
6182,2022-06-19,ウミタナゴ,3,20.0,23.0
6183,2022-06-19,カサゴ,73,16.0,20.0
6184,2022-06-19,カタクチイワシ,8579,10.0,14.0
6185,2022-06-19,カマス,1,30.0,30.0
6186,2022-06-19,キジハタ,1,27.0,27.0
6187,2022-06-19,クロダイ,8,25.0,41.0
6188,2022-06-19,クロムツ,1,12.0,12.0
6189,2022-06-19,コノシロ,14,20.0,25.0
6190,2022-06-19,サバ,14,15.0,25.0
6191,2022-06-19,サッパ,9,10.0,12.0
6192,2022-06-19,シロギス,6,14.0,20.0
6193,2022-06-19,タコ,45,0.3,0.4
6194,2022-06-19,ハゼ,2,10.0,10.0
6195,2022-06-19,ヒラメ,2,36.0,44.0
6196,2022-06-19,ベラ,2,25.0,26.0
6197,2022-06-19,マゴチ,1,44.0,44.0
6198,2022-06-19,メジナ,16,20.0,31.0
6199,2022-06-20,アジ,9,20.0,25.0
6200,2022-06-20,アナゴ,1,40.0,40.0
6201,2022-06-20,イシモチ,8,25.0,30.0
6202,2022-06-20,ウミタナゴ,2,21.0,23.0
6203,2022-06-20,カサゴ,25,16.0,23.0
6204,2022-06-20,カタクチイワシ,5903,12.0,14.0
6205,2022-06-20,クロダイ,5,35.0,46.0
6206,2022-06-20,コノシロ,1,25.0,25.0
6207,2022-06-20,サバ,6,21.0,21.0
6208,2022-06-20,サッパ,1,12.0,12.0
6209,2022-06-20,シロギス,10,18.0,20.0
6210,2022-06-20,タコ,30,0.1,0.5
6211,2022-06-20,ハゼ,2,10.0,10.0
6212,2022-06-20,フグ,1,20.0,20.0
6213,2022-06-20,マゴチ,2,44.0,47.0
6214,2022-06-20,ダツ,1,73.0,73.0
6215,2022-06-20,メジナ,1,25.0,25.0
6216,2022-06-21,アジ,58,20.0,25.0
6217,2022-06-21,イシモチ,6,28.0,31.0
6218,2022-06-21,ウミタナゴ,4,20.0,20.0
6219,2022-06-21,カサゴ,87,16.0,25.0
6220,2022-06-21,カタクチイワシ,2662,10.0,14.0
6221,2022-06-21,クロダイ,3,20.0,47.0
6222,2022-06-21,コノシロ,4,25.0,28.0
6223,2022-06-21,サバ,9,20.0,38.0
6224,2022-06-21,サッパ,1,12.0,12.0
6225,2022-06-21,シロギス,3,20.0,20.0
6226,2022-06-21,タコ,25,0.1,0.5
6227,2022-06-21,フグ,2,20.0,20.0
6228,2022-06-21,メジナ,3,28.0,32.0
6229,2022-06-21,アオリイカ,1,0.6,0.6
6230,2022-06-21,ヒイカ,1,0.1,0.1
6231,2022-06-22,アジ,94,20.0,21.0
6232,2022-06-22,アナゴ,1,38.0,38.0
6233,2022-06-22,イシモチ,24,20.0,29.0
6234,2022-06-22,ウミタナゴ,1,18.0,18.0
6235,2022-06-22,カサゴ,22,16.0,20.0
6236,2022-06-22,カマス,1,35.0,35.0
6237,2022-06-22,クロアナゴ,1,84.0,84.0
6238,2022-06-22,クロダイ,14,30.0,43.0
6239,2022-06-22,コノシロ,14,15.0,25.0
6240,2022-06-22,サバ,5,18.0,30.0
6241,2022-06-22,カタクチイワシ,2669,10.0,14.0
6242,2022-06-22,シロギス,3,10.0,21.0
6243,2022-06-22,タコ,8,0.2,0.7
6244,2022-06-22,ヒイラギ,1,11.0,11.0
6245,2022-06-22,フグ,3,15.0,18.0
6246,2022-06-22,マゴチ,1,39.0,39.0
6247,2022-06-22,メバル,1,24.0,24.0
6248,2022-06-23,アジ,53,20.0,27.0
6249,2022-06-23,イシモチ,9,20.0,25.0
6250,2022-06-23,ウミタナゴ,2,16.0,20.0
6251,2022-06-23,クロダイ,11,25.0,40.0
6252,2022-06-23,コノシロ,22,15.0,25.0
6253,2022-06-23,カタボシイワシ,1,24.0,24.0
6254,2022-06-23,サバ,5,20.0,22.0
6255,2022-06-23,カタクチイワシ,2586,10.0,14.0
6256,2022-06-23,シロギス,7,15.0,18.0
6257,2022-06-23,タコ,25,0.2,0.78
6258,2022-06-23,フグ,12,15.0,20.0
6259,2022-06-23,マゴチ,2,30.0,32.0
6260,2022-06-23,メジナ,2,27.0,30.0
6261,2022-06-23,カサゴ,38,16.0,21.0
6262,2022-06-24,アジ,9,20.0,26.0
6263,2022-06-24,カサゴ,2,17.0,20.0
6264,2022-06-24,カタクチイワシ,151,10.0,12.0
6265,2022-06-24,クロダイ,8,25.0,42.0
6266,2022-06-24,コノシロ,1,22.0,22.0
6267,2022-06-24,サバ,1,35.0,35.0
6268,2022-06-24,シロギス,3,16.0,16.0
6269,2022-06-24,タコ,35,0.3,3.26
6270,2022-06-24,フグ,14,15.0,20.0
6271,2022-06-24,メジナ,3,28.0,30.0
6272,2022-06-25,アジ,15,18.0,25.0
6273,2022-06-25,イシモチ,3,28.0,32.0
6274,2022-06-25,ウミタナゴ,1,15.0,15.0
6275,2022-06-25,カサゴ,32,16.0,23.0
6276,2022-06-25,カタクチイワシ,4103,10.0,13.0
6277,2022-06-25,クロダイ,2,28.0,41.0
6278,2022-06-25,コノシロ,1,25.0,25.0
6279,2022-06-25,サバ,2,20.0,20.0
6280,2022-06-25,サッパ,19,15.0,16.0
6281,2022-06-25,シロギス,10,15.0,20.0
6282,2022-06-25,タコ,45,0.3,0.8
6283,2022-06-25,ヒラメ,1,41.0,41.0
6284,2022-06-25,フグ,5,20.0,20.0
6285,2022-06-25,マゴチ,3,30.0,40.0
6286,2022-06-25,メジナ,6,20.0,25.0
6287,2022-06-26,アジ,43,10.0,21.0
6288,2022-06-26,アナゴ,1,40.0,40.0
6289,2022-06-26,イシモチ,19,22.0,30.0
6290,2022-06-26,ウミタナゴ,6,15.0,17.0
6291,2022-06-26,カサゴ,51,16.0,26.0
6292,2022-06-26,カタクチイワシ,3490,10.0,14.0
6293,2022-06-26,キジハタ,1,31.0,31.0
6294,2022-06-26,クロダイ,6,41.0,44.0
6295,2022-06-26,コノシロ,10,20.0,26.0
6296,2022-06-26,サバ,2,20.0,20.0
6297,2022-06-26,サッパ,235,15.0,17.0
6298,2022-06-26,シロギス,16,15.0,23.0
6299,2022-06-26,タコ,53,0.2,0.7
6300,2022-06-26,ヒイラギ,25,10.0,14.0
6301,2022-06-26,フグ,24,15.0,25.0
6302,2022-06-26,マゴチ,1,30.0,30.0
6303,2022-06-26,メジナ,3,27.0,28.0
6304,2022-06-26,メバル,1,16.0,16.0
6305,2022-06-27,アジ,39,10.0,36.0
6306,2022-06-27,イシモチ,28,20.0,30.0
6307,2022-06-27,ウミタナゴ,2,15.0,18.0
6308,2022-06-27,カサゴ,15,16.0,20.0
6309,2022-06-27,クロダイ,2,35.0,44.0
6310,2022-06-27,サバ,4,15.0,30.0
6311,2022-06-27,サッパ,47,15.0,16.0
6312,2022-06-27,カタクチイワシ,1981,10.0,14.0
6313,2022-06-27,シロギス,20,10.0,20.0
6314,2022-06-27,タコ,22,0.1,0.6
6315,2022-06-27,ヒイラギ,2,12.0,13.0
6316,2022-06-27,フグ,8,10.0,15.0
6317,2022-06-27,ベラ,1,20.0,20.0
6318,2022-06-27,マゴチ,3,33.0,36.0
6319,2022-06-27,メジナ,4,25.0,30.0
6320,2022-06-28,アジ,75,20.0,25.0
6321,2022-06-28,アナゴ,2,45.0,50.0
6322,2022-06-28,イシモチ,14,24.0,29.0
6323,2022-06-28,カサゴ,31,16.0,23.0
6324,2022-06-28,カタクチイワシ,1670,10.0,13.0
6325,2022-06-28,カマス,4,34.0,40.0
6326,2022-06-28,クロダイ,2,36.0,45.0
6327,2022-06-28,コノシロ,3,21.0,25.0
6328,2022-06-28,サバ,2,20.0,30.0
6329,2022-06-28,シロギス,20,15.0,20.0
6330,2022-06-28,フッコ,1,48.0,48.0
6331,2022-06-28,タコ,31,0.2,0.7
6332,2022-06-28,ヒイカ,1,0.1,0.1
6333,2022-06-28,ヒイラギ,1,16.0,16.0
6334,2022-06-28,フグ,53,12.0,23.0
6335,2022-06-28,ベラ,1,20.0,20.0
6336,2022-06-28,マゴチ,2,42.0,54.0
6337,2022-06-29,アジ,55,20.0,31.0
6338,2022-06-29,イシモチ,14,20.0,30.0
6339,2022-06-29,ウミタナゴ,5,20.0,25.0
6340,2022-06-29,カサゴ,18,16.0,24.0
6341,2022-06-29,カマス,2,20.0,20.0
6342,2022-06-29,クロダイ,7,35.0,40.0
6343,2022-06-29,カタクチイワシ,938,10.0,13.0
6344,2022-06-29,サバ,2,25.0,28.0
6345,2022-06-29,シロギス,24,15.0,26.0
6346,2022-06-29,シリヤケイカ,1,0.5,0.5
6347,2022-06-29,ソイ,1,16.0,16.0
6348,2022-06-29,タコ,34,0.2,0.6
6349,2022-06-29,フグ,16,15.0,20.0
6350,2022-06-29,ベラ,2,20.0,22.0
6351,2022-06-29,メジナ,4,27.0,29.0
6352,2022-06-29,ワニゴチ,1,25.0,25.0
6353,2022-06-29,アナゴ,1,45.0,45.0
6354,2022-06-30,アジ,59,8.0,23.0
6355,2022-06-30,イシモチ,20,15.0,30.0
6356,2022-06-30,ウミタナゴ,2,20.0,24.0
6357,2022-06-30,カサゴ,39,16.0,21.0
6358,2022-06-30,クロダイ,3,37.0,43.0
6359,2022-06-30,サバ,1,30.0,30.0
6360,2022-06-30,サッパ,2,15.0,15.0
6361,2022-06-30,カタクチイワシ,599,10.0,13.0
6362,2022-06-30,シロギス,24,15.0,18.0
6363,2022-06-30,タコ,32,0.2,0.6
6364,2022-06-30,ヒイラギ,2,10.0,13.0
6365,2022-06-30,フグ,15,10.0,20.0
6366,2022-06-30,マゴチ,3,30.0,35.0
6367,2022-06-30,メジナ,4,24.0,29.0
6368,2022-07-01,アジ,38,8.0,27.0
6369,2022-07-01,イシモチ,25,25.0,30.0
6370,2022-07-01,ウミタナゴ,2,20.0,20.0
6371,2022-07-01,カサゴ,21,16.0,23.0
6372,2022-07-01,カタクチイワシ,486,10.0,13.0
6373,2022-07-01,クロダイ,14,35.0,43.0
6374,2022-07-01,シロギス,19,15.0,17.0
6375,2022-07-01,セイゴ,1,20.0,20.0
6376,2022-07-01,タコ,31,0.2,0.5
6377,2022-07-01,ヒイカ,1,0.1,0.1
6378,2022-07-01,ヒイラギ,7,13.0,13.0
6379,2022-07-01,フグ,21,15.0,25.0
6380,2022-07-01,マゴチ,3,30.0,49.0
6381,2022-07-04,アジ,56,8.0,24.0
6382,2022-07-04,イシモチ,37,20.0,29.0
6383,2022-07-04,ウミタナゴ,4,20.0,21.0
6384,2022-07-04,カサゴ,18,16.0,25.0
6385,2022-07-04,カタクチイワシ,302,10.0,14.0
6386,2022-07-04,キジハタ,1,26.0,26.0
6387,2022-07-04,クロダイ,8,26.0,47.0
6388,2022-07-04,サバ,4,15.0,20.0
6389,2022-07-04,シロギス,13,8.0,18.0
6390,2022-07-04,フッコ,1,54.0,54.0
6391,2022-07-04,タコ,57,0.2,1.7
6392,2022-07-04,ヒイラギ,7,12.0,15.0
6393,2022-07-04,フグ,5,15.0,20.0
6394,2022-07-04,マゴチ,8,28.0,43.0
6395,2022-07-04,メジナ,1,32.0,32.0
6396,2022-07-05,アジ,39,10.0,23.0
6397,2022-07-05,アナゴ,1,45.0,45.0
6398,2022-07-05,イシモチ,22,20.0,28.0
6399,2022-07-05,カサゴ,12,16.0,22.0
6400,2022-07-05,カタクチイワシ,324,10.0,12.0
6401,2022-07-05,サッパ,1,15.0,15.0
6402,2022-07-05,シロギス,3,15.0,17.0
6403,2022-07-05,タコ,47,0.2,0.8
6404,2022-07-05,ヒイラギ,8,12.0,15.0
6405,2022-07-05,フグ,11,15.0,15.0
6406,2022-07-05,ベラ,1,15.0,15.0
6407,2022-07-06,アジ,82,10.0,27.0
6408,2022-07-06,イシモチ,20,23.0,29.0
6409,2022-07-06,ウミタナゴ,3,18.0,20.0
6410,2022-07-06,カサゴ,14,16.0,23.0
6411,2022-07-06,カマス,2,40.0,41.0
6412,2022-07-06,キビレ,1,37.0,37.0
6413,2022-07-06,クロダイ,9,25.0,41.0
6414,2022-07-06,カタクチイワシ,401,10.0,12.0
6415,2022-07-06,サバ,1,15.0,15.0
6416,2022-07-06,サッパ,1,12.0,12.0
6417,2022-07-06,シロギス,10,15.0,20.0
6418,2022-07-06,セイゴ,1,35.0,35.0
6419,2022-07-06,タコ,25,0.2,1.5
6420,2022-07-06,ヒイラギ,21,12.0,15.0
6421,2022-07-06,フグ,28,15.0,20.0
6422,2022-07-06,メジナ,2,28.0,28.0
6423,2022-07-07,アジ,148,10.0,23.0
6424,2022-07-07,イシモチ,21,20.0,26.0
6425,2022-07-07,ウミタナゴ,5,15.0,20.0
6426,2022-07-07,カサゴ,17,16.0,19.0
6427,2022-07-07,カタクチイワシ,408,10.0,12.0
6428,2022-07-07,クロダイ,5,25.0,43.0
6429,2022-07-07,コノシロ,2,25.0,26.0
6430,2022-07-07,サバ,6,23.0,25.0
6431,2022-07-07,シロギス,16,14.0,22.0
6432,2022-07-07,タコ,42,0.2,0.6
6433,2022-07-07,ハゼ,1,8.0,8.0
6434,2022-07-07,ヒイラギ,103,8.0,12.0
6435,2022-07-07,フグ,5,10.0,30.0
6436,2022-07-07,マゴチ,1,33.0,33.0
6437,2022-07-07,メジナ,1,28.0,28.0
6438,2022-07-08,アジ,76,8.0,25.0
6439,2022-07-08,イシモチ,34,22.0,30.0
6440,2022-07-08,ウミタナゴ,1,20.0,20.0
6441,2022-07-08,カサゴ,17,16.0,22.0
6442,2022-07-08,クロダイ,4,30.0,42.0
6443,2022-07-08,コノシロ,3,25.0,25.0
6444,2022-07-08,サバ,6,23.0,25.0
6445,2022-07-08,シロギス,13,15.0,17.0
6446,2022-07-08,タコ,34,0.3,1.0
6447,2022-07-08,ヒイラギ,115,10.0,15.0
6448,2022-07-08,フグ,5,12.0,25.0
6449,2022-07-08,マゴチ,23,33.0,54.0
6450,2022-07-08,メジナ,7,20.0,30.0
6451,2022-07-08,カタクチイワシ,371,10.0,13.0
6452,2022-07-08,フッコ,1,50.0,50.0
6453,2022-07-08,メバル,3,17.0,17.0
6454,2022-07-09,アジ,49,10.0,23.0
6455,2022-07-09,アナゴ,3,45.0,50.0
6456,2022-07-09,イシモチ,3,20.0,27.0
6457,2022-07-09,ウミタナゴ,16,18.0,20.0
6458,2022-07-09,カサゴ,52,17.0,18.0
6459,2022-07-09,カタクチイワシ,2656,10.0,14.0
6460,2022-07-09,カマス,3,15.0,40.0
6461,2022-07-09,カワハギ,1,25.0,25.0
6462,2022-07-09,クロダイ,4,25.0,40.0
6463,2022-07-09,サバ,2,20.0,20.0
6464,2022-07-09,サッパ,1,15.0,15.0
6465,2022-07-09,シマイサキ,1,23.0,23.0
6466,2022-07-09,シロギス,10,17.0,18.0
6467,2022-07-09,フッコ,1,45.0,45.0
6468,2022-07-09,タコ,72,0.3,1.0
